plane_id,frame_start,frame_end,nx,ny,nz,qx,qy,qz,semantic,ux,uy,uz,vx,vy,vz,half_u,half_v,sampling_weight,is_axial_support
st_left_wall,0,59,0.000000000,-1.000000000,0.000000000,15.000000000,2.000000000,1.500000000,left_wall,1.000000000,0.000000000,0.000000000,-0.000000000,0.000000000,1.000000000,15.000000000,1.500000000,0.242500000,0
st_right_wall,0,59,0.000000000,1.000000000,0.000000000,15.000000000,-2.000000000,1.500000000,right_wall,1.000000000,0.000000000,0.000000000,0.000000000,0.000000000,-1.000000000,15.000000000,1.500000000,0.242500000,0
st_floor,0,59,0.000000000,0.000000000,1.000000000,15.000000000,0.000000000,0.000000000,floor,1.000000000,0.000000000,0.000000000,0.000000000,1.000000000,0.000000000,15.000000000,2.000000000,0.242500000,0
st_ceiling,0,59,0.000000000,0.000000000,-1.000000000,15.000000000,0.000000000,3.000000000,ceiling,1.000000000,0.000000000,0.000000000,0.000000000,-1.000000000,0.000000000,15.000000000,2.000000000,0.242500000,0
st_axial_patch_00,0,12,0.316244754,-0.948677635,0.000000000,3.065298758,-1.916321350,1.958243802,local_axial_support,-0.948677635,-0.316244754,0.000000000,0.000000000,-0.000000000,-1.000000000,0.454268869,0.461977235,0.003750000,1
st_axial_patch_01,5,17,0.184312766,0.982867643,0.000000000,5.789131550,1.815780270,1.610448786,local_axial_support,0.982867643,-0.184312766,0.000000000,0.000000000,0.000000000,-1.000000000,0.367092477,0.409605567,0.003750000,1
st_axial_patch_02,14,26,0.271276223,0.000000000,-0.962501538,10.027208118,-1.897945736,1.511369862,local_axial_support,0.000000000,-1.000000000,0.000000000,-0.962501538,-0.000000000,-0.271276223,0.361280711,0.274841284,0.003750000,1
st_axial_patch_03,20,32,0.215057288,0.000000000,0.976601435,13.336917278,1.823855544,1.977231622,local_axial_support,0.000000000,1.000000000,0.000000000,-0.976601435,0.000000000,0.215057288,0.450197628,0.461764416,0.003750000,1
st_axial_patch_04,26,38,0.315778229,-0.948833025,0.000000000,16.491492842,-1.823960887,1.117601192,local_axial_support,-0.948833025,-0.315778229,0.000000000,0.000000000,-0.000000000,-1.000000000,0.420264127,0.680178061,0.003750000,1
st_axial_patch_05,35,47,0.289986459,0.957030748,0.000000000,21.034088530,1.894597458,1.454885499,local_axial_support,0.957030748,-0.289986459,0.000000000,0.000000000,0.000000000,-1.000000000,0.405348048,0.655852031,0.003750000,1
st_axial_patch_06,42,54,0.280001376,0.000000000,-0.959999599,24.553997317,-1.890279311,1.443062025,local_axial_support,0.000000000,-1.000000000,0.000000000,-0.959999599,-0.000000000,-0.280001376,0.277692942,0.471415731,0.003750000,1
st_axial_patch_07,48,59,0.212063131,0.000000000,0.977255969,27.396207639,1.936030196,0.886915230,local_axial_support,0.000000000,1.000000000,0.000000000,-0.977255969,0.000000000,0.212063131,0.314747638,0.564606876,0.003750000,1
