plane_id,frame_start,frame_end,nx,ny,nz,qx,qy,qz,semantic,ux,uy,uz,vx,vy,vz,half_u,half_v,sampling_weight,is_axial_support
oc_plane_00,0,59,1.000000000,0.000000000,0.000000000,15.080105191,-2.530421400,2.278443296,open_control_plane,0.000000000,-1.000000000,0.000000000,0.000000000,0.000000000,-1.000000000,1000.000000000,1000.000000000,1.000000000,0
oc_plane_01,0,59,-1.000000000,0.000000000,0.000000000,3.103458298,-3.702085898,3.381805491,open_control_plane,0.000000000,1.000000000,-0.000000000,-0.000000000,0.000000000,-1.000000000,1000.000000000,1000.000000000,1.000000000,0
oc_plane_02,0,59,0.000000000,1.000000000,0.000000000,12.557272519,-2.445508327,3.785414517,open_control_plane,1.000000000,0.000000000,0.000000000,0.000000000,0.000000000,-1.000000000,1000.000000000,1000.000000000,1.000000000,0
oc_plane_03,0,59,0.000000000,-1.000000000,0.000000000,-9.366172755,5.498925623,1.447169850,open_control_plane,-1.000000000,0.000000000,0.000000000,-0.000000000,-0.000000000,-1.000000000,1000.000000000,1000.000000000,1.000000000,0
oc_plane_04,0,59,0.000000000,0.000000000,1.000000000,-0.983942278,-8.445501530,3.158385625,open_control_plane,0.000000000,1.000000000,0.000000000,-1.000000000,0.000000000,0.000000000,1000.000000000,1000.000000000,1.000000000,0
oc_plane_05,0,59,0.000000000,0.000000000,-1.000000000,2.503505810,-1.974451362,-1.162567702,open_control_plane,0.000000000,-1.000000000,0.000000000,-1.000000000,-0.000000000,-0.000000000,1000.000000000,1000.000000000,1.000000000,0
oc_plane_06,0,59,0.577350269,0.577350269,0.577350269,5.167082662,-2.753488357,0.060639265,open_control_plane,0.707106781,-0.707106781,0.000000000,0.408248290,0.408248290,-0.816496581,1000.000000000,1000.000000000,1.000000000,0
oc_plane_07,0,59,0.577350269,0.577350269,-0.577350269,-4.388186108,-8.006348629,-1.996726397,open_control_plane,0.707106781,-0.707106781,0.000000000,-0.408248290,-0.408248290,-0.816496581,1000.000000000,1000.000000000,1.000000000,0
oc_plane_08,0,59,0.577350269,-0.577350269,0.577350269,11.592743299,5.726779463,1.338603410,open_control_plane,-0.707106781,-0.707106781,0.000000000,0.408248290,-0.408248290,-0.816496581,1000.000000000,1000.000000000,1.000000000,0
oc_plane_09,0,59,0.577350269,-0.577350269,-0.577350269,-1.000021903,8.457200869,2.722086032,open_control_plane,-0.707106781,-0.707106781,0.000000000,-0.408248290,0.408248290,-0.816496581,1000.000000000,1000.000000000,1.000000000,0
oc_plane_10,0,59,-0.577350269,0.577350269,0.577350269,-8.667706317,1.215847609,3.647609978,open_control_plane,0.707106781,0.707106781,-0.000000000,-0.408248290,0.408248290,-0.816496581,1000.000000000,1000.000000000,1.000000000,0
oc_plane_11,0,59,-0.577350269,0.577350269,-0.577350269,9.710997196,-2.351694965,-0.240610672,open_control_plane,0.707106781,0.707106781,-0.000000000,0.408248290,-0.408248290,-0.816496581,1000.000000000,1000.000000000,1.000000000,0
oc_plane_12,0,59,-0.577350269,-0.577350269,0.577350269,0.606112128,7.234081231,1.714364365,open_control_plane,-0.707106781,0.707106781,0.000000000,-0.408248290,-0.408248290,-0.816496581,1000.000000000,1000.000000000,1.000000000,0
oc_plane_13,0,59,-0.577350269,-0.577350269,-0.577350269,-3.463310601,-0.683255706,-3.261521551,open_control_plane,-0.707106781,0.707106781,0.000000000,0.408248290,0.408248290,-0.816496581,1000.000000000,1000.000000000,1.000000000,0
oc_plane_14,0,59,0.707106781,0.707106781,0.000000000,-0.270811435,-4.877597451,-3.254943776,open_control_plane,0.707106781,-0.707106781,0.000000000,0.000000000,0.000000000,-1.000000000,1000.000000000,1000.000000000,1.000000000,0
oc_plane_15,0,59,-0.707106781,-0.707106781,0.000000000,-13.896588114,-5.115141729,1.593011128,open_control_plane,-0.707106781,0.707106781,0.000000000,-0.000000000,0.000000000,-1.000000000,1000.000000000,1000.000000000,1.000000000,0
oc_plane_16,0,59,0.707106781,-0.707106781,0.000000000,-10.907770353,1.230968849,0.820952469,open_control_plane,-0.707106781,-0.707106781,0.000000000,0.000000000,-0.000000000,-1.000000000,1000.000000000,1000.000000000,1.000000000,0
oc_plane_17,0,59,-0.707106781,0.707106781,0.000000000,15.853024511,-0.752402734,2.196218489,open_control_plane,0.707106781,0.707106781,-0.000000000,-0.000000000,0.000000000,-1.000000000,1000.000000000,1000.000000000,1.000000000,0
