timestamp,axis_x,axis_y,axis_z,reliable
0.000000000,1.000000000,0.000000000,0.000000000,1
0.100000000,1.000000000,0.000000000,0.000000000,1
0.200000000,1.000000000,0.000000000,0.000000000,1
0.300000000,1.000000000,0.000000000,0.000000000,1
0.400000000,1.000000000,0.000000000,0.000000000,1
0.500000000,1.000000000,0.000000000,0.000000000,1
0.600000000,1.000000000,0.000000000,0.000000000,1
0.700000000,1.000000000,0.000000000,0.000000000,1
0.800000000,1.000000000,0.000000000,0.000000000,1
0.900000000,1.000000000,0.000000000,0.000000000,1
1.000000000,1.000000000,0.000000000,0.000000000,1
1.100000000,1.000000000,0.000000000,0.000000000,1
1.200000000,1.000000000,0.000000000,0.000000000,1
1.300000000,1.000000000,0.000000000,0.000000000,1
1.400000000,1.000000000,0.000000000,0.000000000,1
1.500000000,1.000000000,0.000000000,0.000000000,1
1.600000000,1.000000000,0.000000000,0.000000000,1
1.700000000,1.000000000,0.000000000,0.000000000,1
1.800000000,1.000000000,0.000000000,0.000000000,1
1.900000000,1.000000000,0.000000000,0.000000000,1
2.000000000,1.000000000,0.000000000,0.000000000,1
2.100000000,1.000000000,0.000000000,0.000000000,1
2.200000000,1.000000000,0.000000000,0.000000000,1
2.300000000,1.000000000,0.000000000,0.000000000,1
2.400000000,1.000000000,0.000000000,0.000000000,1
2.500000000,1.000000000,0.000000000,0.000000000,1
2.600000000,1.000000000,0.000000000,0.000000000,1
2.700000000,1.000000000,0.000000000,0.000000000,1
2.800000000,1.000000000,0.000000000,0.000000000,1
2.900000000,1.000000000,0.000000000,0.000000000,1
3.000000000,1.000000000,0.000000000,0.000000000,1
3.100000000,1.000000000,0.000000000,0.000000000,1
3.200000000,1.000000000,0.000000000,0.000000000,1
3.300000000,1.000000000,0.000000000,0.000000000,1
3.400000000,1.000000000,0.000000000,0.000000000,1
3.500000000,1.000000000,0.000000000,0.000000000,1
3.600000000,1.000000000,0.000000000,0.000000000,1
3.700000000,1.000000000,0.000000000,0.000000000,1
3.800000000,1.000000000,0.000000000,0.000000000,1
3.900000000,1.000000000,0.000000000,0.000000000,1
4.000000000,1.000000000,0.000000000,0.000000000,1
4.100000000,1.000000000,0.000000000,0.000000000,1
4.200000000,1.000000000,0.000000000,0.000000000,1
4.300000000,1.000000000,0.000000000,0.000000000,1
4.400000000,1.000000000,0.000000000,0.000000000,1
4.500000000,1.000000000,0.000000000,0.000000000,1
4.600000000,1.000000000,0.000000000,0.000000000,1
4.700000000,1.000000000,0.000000000,0.000000000,1
4.800000000,1.000000000,0.000000000,0.000000000,1
4.900000000,1.000000000,0.000000000,0.000000000,1
5.000000000,1.000000000,0.000000000,0.000000000,1
5.100000000,1.000000000,0.000000000,0.000000000,1
5.200000000,1.000000000,0.000000000,0.000000000,1
5.300000000,1.000000000,0.000000000,0.000000000,1
5.400000000,1.000000000,0.000000000,0.000000000,1
5.500000000,1.000000000,0.000000000,0.000000000,1
5.600000000,1.000000000,0.000000000,0.000000000,1
5.700000000,1.000000000,0.000000000,0.000000000,1
5.800000000,1.000000000,0.000000000,0.000000000,1
5.900000000,1.000000000,0.000000000,0.000000000,1
