x,y,z
0.000000000,-2.000000000,0.750000000
0.000000000,2.000000000,2.250000000
0.000000000,0.000000000,0.000000000
0.000000000,0.000000000,3.000000000
0.379746835,-2.000000000,0.750000000
0.379746835,2.000000000,2.250000000
0.379746835,0.000000000,0.000000000
0.379746835,0.000000000,3.000000000
0.759493671,-2.000000000,0.750000000
0.759493671,2.000000000,2.250000000
0.759493671,0.000000000,0.000000000
0.759493671,0.000000000,3.000000000
1.139240506,-2.000000000,0.750000000
1.139240506,2.000000000,2.250000000
1.139240506,0.000000000,0.000000000
1.139240506,0.000000000,3.000000000
1.518987342,-2.000000000,0.750000000
1.518987342,2.000000000,2.250000000
1.518987342,0.000000000,0.000000000
1.518987342,0.000000000,3.000000000
1.898734177,-2.000000000,0.750000000
1.898734177,2.000000000,2.250000000
1.898734177,0.000000000,0.000000000
1.898734177,0.000000000,3.000000000
2.278481013,-2.000000000,0.750000000
2.278481013,2.000000000,2.250000000
2.278481013,0.000000000,0.000000000
2.278481013,0.000000000,3.000000000
2.658227848,-2.000000000,0.750000000
2.658227848,2.000000000,2.250000000
2.658227848,0.000000000,0.000000000
2.658227848,0.000000000,3.000000000
3.037974684,-2.000000000,0.750000000
3.037974684,2.000000000,2.250000000
3.037974684,0.000000000,0.000000000
3.037974684,0.000000000,3.000000000
3.417721519,-2.000000000,0.750000000
3.417721519,2.000000000,2.250000000
3.417721519,0.000000000,0.000000000
3.417721519,0.000000000,3.000000000
3.797468354,-2.000000000,0.750000000
3.797468354,2.000000000,2.250000000
3.797468354,0.000000000,0.000000000
3.797468354,0.000000000,3.000000000
4.177215190,-2.000000000,0.750000000
4.177215190,2.000000000,2.250000000
4.177215190,0.000000000,0.000000000
4.177215190,0.000000000,3.000000000
4.556962025,-2.000000000,0.750000000
4.556962025,2.000000000,2.250000000
4.556962025,0.000000000,0.000000000
4.556962025,0.000000000,3.000000000
4.936708861,-2.000000000,0.750000000
4.936708861,2.000000000,2.250000000
4.936708861,0.000000000,0.000000000
4.936708861,0.000000000,3.000000000
5.316455696,-2.000000000,0.750000000
5.316455696,2.000000000,2.250000000
5.316455696,0.000000000,0.000000000
5.316455696,0.000000000,3.000000000
5.696202532,-2.000000000,0.750000000
5.696202532,2.000000000,2.250000000
5.696202532,0.000000000,0.000000000
5.696202532,0.000000000,3.000000000
6.075949367,-2.000000000,0.750000000
6.075949367,2.000000000,2.250000000
6.075949367,0.000000000,0.000000000
6.075949367,0.000000000,3.000000000
6.455696203,-2.000000000,0.750000000
6.455696203,2.000000000,2.250000000
6.455696203,0.000000000,0.000000000
6.455696203,0.000000000,3.000000000
6.835443038,-2.000000000,0.750000000
6.835443038,2.000000000,2.250000000
6.835443038,0.000000000,0.000000000
6.835443038,0.000000000,3.000000000
7.215189873,-2.000000000,0.750000000
7.215189873,2.000000000,2.250000000
7.215189873,0.000000000,0.000000000
7.215189873,0.000000000,3.000000000
7.594936709,-2.000000000,0.750000000
7.594936709,2.000000000,2.250000000
7.594936709,0.000000000,0.000000000
7.594936709,0.000000000,3.000000000
7.974683544,-2.000000000,0.750000000
7.974683544,2.000000000,2.250000000
7.974683544,0.000000000,0.000000000
