scene_variant,geometry_seed,measurement_seed,repeat_index,block_id,base_snapshot_id,base_snapshot_checksum,scan_checksum,map_checksum,dropout_checksum,scan_pre_noise_checksum,map_pre_noise_checksum,scan_normals_checksum,map_normals_checksum,scan_dropout_mask_checksum,map_dropout_mask_checksum,scan_point_count_before_dropout,scan_point_count,map_point_count_before_dropout,map_point_count,primitive_count
GEOMETRY_RICH_ROOM,1103,2101,0,dev::GEOMETRY_RICH_ROOM::g1103::m2101,dev::GEOMETRY_RICH_ROOM::g1103::m2101::r00,7485381430711a14b21b4f3f176bffba21e755847551880512d1451522ba0eb9,78cbdc8443679d69c32057235ce8c2da141b8ac377266ad1dad927127fff34ed,9710ac222aee2f4c4437a369192472d2eb97f7b8d9723d2eb004b628039b04fc,26b7a7fffd4641065991f20ef0b6c79191cdf4b84b136e87e736b5449d810b2e,9b47c86e2330b064f3a28dae97f2a0f4ef9e46afaf8c4337f4afc963306436cf,2c59df503d15d7af77c9762930d7f6ea4910fe36ecd1a5cd824a15fabe995c7c,a7829d628f4878d7b292a13d17156a2cb01327d3b485f5d253c6389f84819139,86fdc2297d22cf6ad8427abc20bfaa1c6240e36873b2d17b72c75b9b4fe710f1,6e54445571d93deeba2c660900cea15061610d74a4f5fbfa1852e631dd7da71f,093a85b43b64d23a647d1b50b6d6806216c9fa1d1d9c7c2fbde5c99e11325854,44214,43778,44214,44214,24
GEOMETRY_RICH_ROOM,1103,2101,1,dev::GEOMETRY_RICH_ROOM::g1103::m2101,dev::GEOMETRY_RICH_ROOM::g1103::m2101::r01,135af9dbd33e2f9f550980fdae174fdf9faeff323bf9836316a2bcbeafb1aee1,1c31bc688d671123f20223e0899dfafe02c58df5995192f8cbc4dfe5bfeed731,357703242db1953ccee7223667e1837d339dcdbd21dcd30a9ab942455340f95e,aa596b5ec57d06d8f09c189000410cb221fc106ecd7ad55f8bc8a96701ee7487,9b47c86e2330b064f3a28dae97f2a0f4ef9e46afaf8c4337f4afc963306436cf,2c59df503d15d7af77c9762930d7f6ea4910fe36ecd1a5cd824a15fabe995c7c,a7829d628f4878d7b292a13d17156a2cb01327d3b485f5d253c6389f84819139,86fdc2297d22cf6ad8427abc20bfaa1c6240e36873b2d17b72c75b9b4fe710f1,197521844cc938c0b71bab1974e8fcd6108d4046d0b23823593d84edc33619cd,093a85b43b64d23a647d1b50b6d6806216c9fa1d1d9c7c2fbde5c99e11325854,44214,43752,44214,44214,24
GEOMETRY_RICH_ROOM,1103,2101,2,dev::GEOMETRY_RICH_ROOM::g1103::m2101,dev::GEOMETRY_RICH_ROOM::g1103::m2101::r02,65b239086d8ebd71fe5c74d69004b707e576cc0dbf32f1ead497482f8473a886,2374106ef15df20147635d7bc89a1da3a460e5c29c1776cf1ccc8b563e98c3f3,5a5bdb1fd3dcdf050447e13ee116e813ff95ee5e366ff3366a528db80f1442e4,6249b95a767c7b2b2e52af94f8549dea8eb54ae013b1f785135a40ae59848970,9b47c86e2330b064f3a28dae97f2a0f4ef9e46afaf8c4337f4afc963306436cf,2c59df503d15d7af77c9762930d7f6ea4910fe36ecd1a5cd824a15fabe995c7c,a7829d628f4878d7b292a13d17156a2cb01327d3b485f5d253c6389f84819139,86fdc2297d22cf6ad8427abc20bfaa1c6240e36873b2d17b72c75b9b4fe710f1,8190bbe3e647a8d590a74af789b4e6041c505dbb73c6c4fa9489c93d472902a8,093a85b43b64d23a647d1b50b6d6806216c9fa1d1d9c7c2fbde5c99e11325854,44214,43761,44214,44214,24
GEOMETRY_RICH_ROOM,1103,2101,3,dev::GEOMETRY_RICH_ROOM::g1103::m2101,dev::GEOMETRY_RICH_ROOM::g1103::m2101::r03,e016a1af6c252dd30349d9cf7f0837cf8884cc7e32abd78a1c44daeed4c4ae3d,d052da6c60078ccab6ec28cb9b58fb45c491c274e62784b12f4ff7f932f2eb8d,89c8d1eaeb54e67fd2c825651fac4dc9380573cfafdc153be7fe4394ae2e9daa,64e2a4585f88a84c409bb5a813f4bc57eb30d605f81bf8353a1a615413a7dc61,9b47c86e2330b064f3a28dae97f2a0f4ef9e46afaf8c4337f4afc963306436cf,2c59df503d15d7af77c9762930d7f6ea4910fe36ecd1a5cd824a15fabe995c7c,a7829d628f4878d7b292a13d17156a2cb01327d3b485f5d253c6389f84819139,86fdc2297d22cf6ad8427abc20bfaa1c6240e36873b2d17b72c75b9b4fe710f1,84246792d7cbbbe4d7939428377fa17b72e7e9937e601ee359f62aa1ee0fe129,093a85b43b64d23a647d1b50b6d6806216c9fa1d1d9c7c2fbde5c99e11325854,44214,43755,44214,44214,24
GEOMETRY_RICH_ROOM,1103,2101,4,dev::GEOMETRY_RICH_ROOM::g1103::m2101,dev::GEOMETRY_RICH_ROOM::g1103::m2101::r04,6cc4794f4115d9d8eae7d4baf33c01a3bd7a441005dc4caeb8847531e4432add,a044c41ad0843aab57089916e07ce46b3c92ced15306d600d20a381107cd5ac4,b726cfaecb0f86125cbdabcc04a0466f72f585d000e528b0d06390895754b048,9d8f9de168d920657b2e1cc077f101233caefdc24cac354c9b744c18f7800b9d,9b47c86e2330b064f3a28dae97f2a0f4ef9e46afaf8c4337f4afc963306436cf,2c59df503d15d7af77c9762930d7f6ea4910fe36ecd1a5cd824a15fabe995c7c,a7829d628f4878d7b292a13d17156a2cb01327d3b485f5d253c6389f84819139,86fdc2297d22cf6ad8427abc20bfaa1c6240e36873b2d17b72c75b9b4fe710f1,1d03218c1c65c4494c257a184f195dd91fb4b0c691d58767eb01719ed8862e2d,093a85b43b64d23a647d1b50b6d6806216c9fa1d1d9c7c2fbde5c99e11325854,44214,43785,44214,44214,24
GEOMETRY_RICH_ROOM,1103,2111,0,dev::GEOMETRY_RICH_ROOM::g1103::m2111,dev::GEOMETRY_RICH_ROOM::g1103::m2111::r00,a27877fedd040d7d478f06fdaf340b7d3dc3ad2cd5919924528ae73c3194829f,8bcc1992aece860909909087e69646c4ad3a2ee6dbed4d0c5221450b24561bfe,c0e3d60e1c6103fa332ffbc252c5a7f6db386ce26dbdab82eda0afa20e42e613,bd9c8b8ff3f2c1e80ea88ebc8c38d484322a5ab19c3689707a476ca95515ed0a,9b47c86e2330b064f3a28dae97f2a0f4ef9e46afaf8c4337f4afc963306436cf,2c59df503d15d7af77c9762930d7f6ea4910fe36ecd1a5cd824a15fabe995c7c,a7829d628f4878d7b292a13d17156a2cb01327d3b485f5d253c6389f84819139,86fdc2297d22cf6ad8427abc20bfaa1c6240e36873b2d17b72c75b9b4fe710f1,ec998f31aa15c941d25e43ba69603b7ed89bc50cb697dfe9482199cb9da77b17,093a85b43b64d23a647d1b50b6d6806216c9fa1d1d9c7c2fbde5c99e11325854,44214,43793,44214,44214,24
GEOMETRY_RICH_ROOM,1103,2111,1,dev::GEOMETRY_RICH_ROOM::g1103::m2111,dev::GEOMETRY_RICH_ROOM::g1103::m2111::r01,07c7166749910d1e126e1694a3da8c2b8e767935d60ae61285409b239df1f7b4,e2bf1f84346a4f60e6a656012f16d57edda72099ed0ebb474ee6ae9ebd7d5d95,df40974b99841a776bb5dbd1bf3c8aaf93fa5b64b64173d350968fbc2ad41b7c,1af7fb0b8564cedf4347f2807396f7fc2b131450b4ab6b6f8225740b8291e612,9b47c86e2330b064f3a28dae97f2a0f4ef9e46afaf8c4337f4afc963306436cf,2c59df503d15d7af77c9762930d7f6ea4910fe36ecd1a5cd824a15fabe995c7c,a7829d628f4878d7b292a13d17156a2cb01327d3b485f5d253c6389f84819139,86fdc2297d22cf6ad8427abc20bfaa1c6240e36873b2d17b72c75b9b4fe710f1,37a8ae2e40c7fe136ac49352979b33eb164ec79b634f4cbff3fd0c1919aae7d1,093a85b43b64d23a647d1b50b6d6806216c9fa1d1d9c7c2fbde5c99e11325854,44214,43771,44214,44214,24
GEOMETRY_RICH_ROOM,1103,2111,2,dev::GEOMETRY_RICH_ROOM::g1103::m2111,dev::GEOMETRY_RICH_ROOM::g1103::m2111::r02,b7ed67ee5919f8ddb1cc8c798e7173a19e15aa232f0dbc4026b51300eeca196c,4980b6f130b909ffaeb3dfb2c82c7af0e8e54706559d26ede9954e6f13ab66b8,086873e167d03ce9762d65977daf56e67b7deca7cd464243523cfb179a7a2e6c,2b83607a271bd69942e3ea9dae818d8f2fe0d600c9f4ecdfceddd4895f8732f6,9b47c86e2330b064f3a28dae97f2a0f4ef9e46afaf8c4337f4afc963306436cf,2c59df503d15d7af77c9762930d7f6ea4910fe36ecd1a5cd824a15fabe995c7c,a7829d628f4878d7b292a13d17156a2cb01327d3b485f5d253c6389f84819139,86fdc2297d22cf6ad8427abc20bfaa1c6240e36873b2d17b72c75b9b4fe710f1,256110fb5383dd0670b34e0eb065c23afb3250d015edc97fa76c58dd45c82485,093a85b43b64d23a647d1b50b6d6806216c9fa1d1d9c7c2fbde5c99e11325854,44214,43737,44214,44214,24
GEOMETRY_RICH_ROOM,1103,2111,3,dev::GEOMETRY_RICH_ROOM::g1103::m2111,dev::GEOMETRY_RICH_ROOM::g1103::m2111::r03,bfd155f6f56d143374f0c83bda7af1270160e1da08f27061e434f2559c1672a5,e721240547332b99bff910f44a65fb53c02f75195fdb411e5cb7e5bb14b4aaea,90a460d127d05b7f9a90091f352061f307519dbf7a30adcf8e54dfb807797cab,4b0a5b68b8f7bdca5c8ec163d415484fdce6902963c02480c5532ae7768cf124,9b47c86e2330b064f3a28dae97f2a0f4ef9e46afaf8c4337f4afc963306436cf,2c59df503d15d7af77c9762930d7f6ea4910fe36ecd1a5cd824a15fabe995c7c,a7829d628f4878d7b292a13d17156a2cb01327d3b485f5d253c6389f84819139,86fdc2297d22cf6ad8427abc20bfaa1c6240e36873b2d17b72c75b9b4fe710f1,2b2918e7630d3779da8f871fdd6801b50353db1ca70da4ab8c9d894549616e2b,093a85b43b64d23a647d1b50b6d6806216c9fa1d1d9c7c2fbde5c99e11325854,44214,43773,44214,44214,24
GEOMETRY_RICH_ROOM,1103,2111,4,dev::GEOMETRY_RICH_ROOM::g1103::m2111,dev::GEOMETRY_RICH_ROOM::g1103::m2111::r04,429d48deb34941ccef2727c31122a933d9a3431c6142251066590ea765125f75,df08d39afa1417b9eef481705842b6c3a2a6fbfb5b134bc1c90036845efb3e3f,a970406b1504d678bc508de9fc677efa02d3ef32c2f91c8c62a3451b3f06c173,73cc126b5a1018a86cc3a26121d5d737f820482f3549279cce715632a43ac2d3,9b47c86e2330b064f3a28dae97f2a0f4ef9e46afaf8c4337f4afc963306436cf,2c59df503d15d7af77c9762930d7f6ea4910fe36ecd1a5cd824a15fabe995c7c,a7829d628f4878d7b292a13d17156a2cb01327d3b485f5d253c6389f84819139,86fdc2297d22cf6ad8427abc20bfaa1c6240e36873b2d17b72c75b9b4fe710f1,6a7d5245a24b91ee53620edf6e693023ed00833d32be49c53cc398e498d0d44c,093a85b43b64d23a647d1b50b6d6806216c9fa1d1d9c7c2fbde5c99e11325854,44214,43749,44214,44214,24
GEOMETRY_RICH_ROOM,1107,2101,0,dev::GEOMETRY_RICH_ROOM::g1107::m2101,dev::GEOMETRY_RICH_ROOM::g1107::m2101::r00,0f88185d9abb79694a2557592ef3f460df3b5178c5c1fdc3f93948ec0aaab5cb,443d56005618870f1d0b2522e9def38ffe7e890964767a0f82303c48aa182b9d,278a8880af7336370836ca97a1eaf8a90d8dc2b5bbe0d5d1f735f533c9dc9a09,7852aa0873e0a27ef74fcf7dfd24c7cb5fd9afb78f51506f1aa961c824afe081,1df18f1c75ef46100878d8cf32d9852e559a8d38569580c4f561eba8c67b75a7,81bea0b550f8771e9ecef2b4e4659facedbd7d400fe4bebfd62639f998b31fd7,5a49828f0353a9dd22b8efa07b56b6ef63971c174ee428f8d76eca2aa45356c3,c295ecb904325a96e84c0e3b35ae4ce7ae36ea1ed0cf1ab1f632d30220d5d354,42f39169199a4a275bd7ffcc386d984230ab2c66274c79295bf23533a546998b,093a85b43b64d23a647d1b50b6d6806216c9fa1d1d9c7c2fbde5c99e11325854,44214,43751,44214,44214,24
GEOMETRY_RICH_ROOM,1107,2101,1,dev::GEOMETRY_RICH_ROOM::g1107::m2101,dev::GEOMETRY_RICH_ROOM::g1107::m2101::r01,a7275c99d8553d1cf5fc32210f2a4e0761811cc99270c8b6b43eafac74f2a603,136c09b4c7b9f64564196ba37f1702f884d82e5c16a4d2592dd1475f057e2117,4b84d90a18fbf32c12661fb2b2327e546972872df0e44ab5fd56cc59a7e5da18,6afee0c21bfbefe35b9c720d5ff20960c5bd823093dd2445e1bb28949f5d8684,1df18f1c75ef46100878d8cf32d9852e559a8d38569580c4f561eba8c67b75a7,81bea0b550f8771e9ecef2b4e4659facedbd7d400fe4bebfd62639f998b31fd7,5a49828f0353a9dd22b8efa07b56b6ef63971c174ee428f8d76eca2aa45356c3,c295ecb904325a96e84c0e3b35ae4ce7ae36ea1ed0cf1ab1f632d30220d5d354,4896933ec2920455170eee1c649d4773b2c6494f87210101ac022cadd442070d,093a85b43b64d23a647d1b50b6d6806216c9fa1d1d9c7c2fbde5c99e11325854,44214,43760,44214,44214,24
GEOMETRY_RICH_ROOM,1107,2101,2,dev::GEOMETRY_RICH_ROOM::g1107::m2101,dev::GEOMETRY_RICH_ROOM::g1107::m2101::r02,5fa66331855d07db7de6acd9484598608ce9282b68521ec7980ffbea9d410b65,9b6e6025a443d23e40185ddf03985ff5156e4927fedd97a89b1b18b5f2594513,fa04f751bd7f41b16461f626200e8a92b994f60e526aa67e483b6461902afc2c,8e018133de3a04ebc8eba36144c7187dcaa9acc866cfdd105e98fe38304ecd4d,1df18f1c75ef46100878d8cf32d9852e559a8d38569580c4f561eba8c67b75a7,81bea0b550f8771e9ecef2b4e4659facedbd7d400fe4bebfd62639f998b31fd7,5a49828f0353a9dd22b8efa07b56b6ef63971c174ee428f8d76eca2aa45356c3,c295ecb904325a96e84c0e3b35ae4ce7ae36ea1ed0cf1ab1f632d30220d5d354,00b30190a1a5b27ba4783b6a104895a6650a51c4c4175e684ec0b2a18fd18395,093a85b43b64d23a647d1b50b6d6806216c9fa1d1d9c7c2fbde5c99e11325854,44214,43750,44214,44214,24
GEOMETRY_RICH_ROOM,1107,2101,3,dev::GEOMETRY_RICH_ROOM::g1107::m2101,dev::GEOMETRY_RICH_ROOM::g1107::m2101::r03,8f8c0d7c70c1ab209e9f330cf19e8b6fc324d40a811e875067a54f7d58761bdc,a0f9b0f6a5a666d386fa82afa30651b3fd54e762475364ecea78a659e57d7bb7,7f35d9ff953545f6655619033a8c310ee627580d9d0c41550e44960849f0634a,bcf896e2c6562bfbd117866296caa6a5db80c5acdd8bfa3ed60a98a4b5a05729,1df18f1c75ef46100878d8cf32d9852e559a8d38569580c4f561eba8c67b75a7,81bea0b550f8771e9ecef2b4e4659facedbd7d400fe4bebfd62639f998b31fd7,5a49828f0353a9dd22b8efa07b56b6ef63971c174ee428f8d76eca2aa45356c3,c295ecb904325a96e84c0e3b35ae4ce7ae36ea1ed0cf1ab1f632d30220d5d354,c84d77998f786908c4779fdacf64148174e221b456dffc80cbd1fd0ce13ee7b4,093a85b43b64d23a647d1b50b6d6806216c9fa1d1d9c7c2fbde5c99e11325854,44214,43791,44214,44214,24
GEOMETRY_RICH_ROOM,1107,2101,4,dev::GEOMETRY_RICH_ROOM::g1107::m2101,dev::GEOMETRY_RICH_ROOM::g1107::m2101::r04,078676287f19692c499b2068b924661ac758f98950519812cf109f1ac6a8f4c3,942e19b9f8f390265cf2a01a8786cd0ca0b83858ef4346866b48c4d841a984e4,3da33cfde48b58942106f0b4f690a42eedf9b9153a3d61b893874602b26748dd,00f400f17abb9ce60fc9c4b24519e9310bb8da901bd1517cf95bb98f71b5c6d2,1df18f1c75ef46100878d8cf32d9852e559a8d38569580c4f561eba8c67b75a7,81bea0b550f8771e9ecef2b4e4659facedbd7d400fe4bebfd62639f998b31fd7,5a49828f0353a9dd22b8efa07b56b6ef63971c174ee428f8d76eca2aa45356c3,c295ecb904325a96e84c0e3b35ae4ce7ae36ea1ed0cf1ab1f632d30220d5d354,2d631bcde77b896cfb0ddd6913961e72ff38194964635e420277a412d32a72f0,093a85b43b64d23a647d1b50b6d6806216c9fa1d1d9c7c2fbde5c99e11325854,44214,43785,44214,44214,24
