plane_id,frame_start,frame_end,nx,ny,nz,qx,qy,qz,semantic,ux,uy,uz,vx,vy,vz,half_u,half_v,sampling_weight,is_axial_support
st_left_wall,0,59,0.000000000,-1.000000000,0.000000000,15.000000000,2.000000000,1.500000000,left_wall,1.000000000,0.000000000,0.000000000,-0.000000000,0.000000000,1.000000000,15.000000000,1.500000000,0.242500000,0
st_right_wall,0,59,0.000000000,1.000000000,0.000000000,15.000000000,-2.000000000,1.500000000,right_wall,1.000000000,0.000000000,0.000000000,0.000000000,0.000000000,-1.000000000,15.000000000,1.500000000,0.242500000,0
st_floor,0,59,0.000000000,0.000000000,1.000000000,15.000000000,0.000000000,0.000000000,floor,1.000000000,0.000000000,0.000000000,0.000000000,1.000000000,0.000000000,15.000000000,2.000000000,0.242500000,0
st_ceiling,0,59,0.000000000,0.000000000,-1.000000000,15.000000000,0.000000000,3.000000000,ceiling,1.000000000,0.000000000,0.000000000,0.000000000,-1.000000000,0.000000000,15.000000000,2.000000000,0.242500000,0
st_axial_patch_00,0,10,0.207813066,-0.978168559,0.000000000,1.971648629,-1.904601357,1.264731401,local_axial_support,-0.978168559,-0.207813066,0.000000000,0.000000000,-0.000000000,-1.000000000,0.313560446,0.664382167,0.003750000,1
st_axial_patch_01,6,18,0.257995753,0.966146051,0.000000000,5.875232731,1.823144576,1.551767225,local_axial_support,0.966146051,-0.257995753,0.000000000,0.000000000,0.000000000,-1.000000000,0.324537605,0.368909316,0.003750000,1
st_axial_patch_02,14,26,0.312515150,0.000000000,-0.949912776,10.061542860,-1.918581686,0.764638626,local_axial_support,0.000000000,-1.000000000,0.000000000,-0.949912776,-0.000000000,-0.312515150,0.437780364,0.402653373,0.003750000,1
st_axial_patch_03,19,31,0.244812369,0.000000000,0.969570474,12.860884914,1.930241757,1.481272685,local_axial_support,0.000000000,1.000000000,0.000000000,-0.969570474,0.000000000,0.244812369,0.295330118,0.533738587,0.003750000,1
st_axial_patch_04,28,40,0.180975243,-0.983487652,0.000000000,17.273669297,-1.862256919,1.620266179,local_axial_support,-0.983487652,-0.180975243,0.000000000,0.000000000,-0.000000000,-1.000000000,0.427467329,0.555879050,0.003750000,1
st_axial_patch_05,33,45,0.232225665,0.972661935,0.000000000,19.811449596,1.842807548,1.950950170,local_axial_support,0.972661935,-0.232225665,0.000000000,0.000000000,0.000000000,-1.000000000,0.518388123,0.505737133,0.003750000,1
st_axial_patch_06,41,53,0.312717976,0.000000000,-0.949846023,23.904603682,-1.825988497,1.607030639,local_axial_support,0.000000000,-1.000000000,0.000000000,-0.949846023,-0.000000000,-0.312717976,0.257298021,0.586423601,0.003750000,1
st_axial_patch_07,49,59,0.226949039,0.000000000,0.973906635,28.108248325,1.834522331,1.455178699,local_axial_support,0.000000000,1.000000000,0.000000000,-0.973906635,0.000000000,0.226949039,0.257864725,0.262482266,0.003750000,1
