x,y,z
-9.649686972,-7.898972607,2.568026655
1.714341413,6.976183012,2.226260043
-3.540925102,-7.733610806,-1.507565465
15.233215939,6.088180732,-0.320906495
-8.512843919,1.223739254,2.244946358
0.088687953,-0.877899530,-1.104917597
-8.931400088,-3.145508215,-0.398125765
-13.660392812,7.664693231,3.118374704
-10.651138142,-4.894580722,-0.784663155
1.047026230,-4.907950829,-0.804327693
7.369844087,2.246352522,2.516322553
5.220921279,0.210281905,2.539117903
7.320133174,-0.553684050,-3.912362678
11.776138521,-0.244984837,1.349586605
-4.743967311,-0.497053117,-1.897760397
-2.030078336,4.967597694,0.707268902
-15.704871044,-3.337252672,-2.505801886
10.303854201,7.952145013,-1.843860921
-6.626530538,7.465466089,2.176714936
1.661841664,-3.467337274,-0.959571930
-11.293002415,8.413545023,-1.671542536
2.457335613,1.726601901,-0.496365655
0.131774261,-0.332689377,2.034057802
10.839671843,7.204325250,3.405362905
9.211803477,-2.328585069,-2.989894840
15.540973903,-2.475426763,-2.202344991
12.899140910,-2.151681138,-1.208293124
-1.523043236,4.285572177,0.475677810
-9.596819354,-1.516330828,1.205867434
-9.676837425,-6.866395534,0.351620925
12.668584960,6.907778283,-0.404728372
-10.612581394,-1.643484317,-0.493565538
8.746581884,3.002499132,1.655775685
5.588563560,7.528322321,-1.911645125
-15.012294303,-3.251314338,-2.034957365
4.887641604,1.897960720,1.922994405
10.703127864,1.042640195,-1.678562696
-2.540469388,-5.051641958,-0.049486583
-13.310377643,6.178388355,-0.892617894
15.981032623,2.506210360,-2.951911451
3.713731755,6.145747858,1.482628913
1.450450538,2.546614439,-2.672732100
-2.984282031,-8.702798735,-0.894037083
-9.404074082,-1.139129876,-2.430493084
14.011029992,-1.960838112,-3.628155016
-9.716624283,-4.092498678,-3.129325442
0.849766128,-0.108581380,0.523399722
-8.723842154,4.425003298,2.226657985
8.164751180,-0.859302124,-2.634235949
7.503602118,5.374958740,-3.468381526
5.681894832,8.662239668,2.609095223
-13.518944767,0.440004590,2.009495971
16.257316429,-6.847695866,-2.987973300
-14.762746480,7.220680499,1.319656205
-12.375869965,-8.924936893,1.436084159
-8.684693308,-5.710572510,0.923578405
10.372193681,-8.693997862,-1.103524642
-6.063283257,8.996041881,0.240190159
0.669568765,-2.779673387,-2.368373253
10.408752716,-8.532563058,0.138780489
15.447346953,2.940544473,0.979827852
8.439935150,-1.292555423,0.214761192
-14.863391157,7.589866476,2.829196367
11.411298631,-2.119197474,-3.481296587
-14.023266714,7.263190628,-0.862023099
8.486667769,-4.073085362,-1.208100174
-7.161346565,-1.849735359,-0.126022321
0.307499507,2.613101969,2.612807924
2.148507551,6.971735962,-2.644282509
-0.143379700,6.445355334,-1.513693506
9.671688196,-6.626648932,0.309961959
-15.778528809,0.076090784,0.237522754
10.077895698,2.899877501,-2.353981186
1.690034808,3.659815894,-0.461846619
4.742103496,-1.498419308,-0.099791668
16.315116986,-1.262550844,-0.216979434
-11.055587840,-6.591144817,2.278394511
16.046224041,-0.603873554,0.325402312
9.816594423,-7.731319499,0.716590052
14.319034205,-0.984309222,-3.411928886
-2.103893471,0.686657008,2.211030881
3.025559933,3.788340875,-3.823724589
-0.243272284,-4.731422653,-1.391507483
0.629039056,-3.817672603,-2.930266370
-11.644114062,-5.845969036,-0.237054283
11.920701497,-1.663174907,-1.062601389
5.007845770,0.209537484,0.224253217
1.944518522,-5.018063475,-1.888574249
0.721140683,-2.013884197,-0.110464035
13.637651400,4.976783874,-1.647318540
11.441729817,-1.450058512,-1.994445417
-8.646773043,2.354564001,1.797945115
11.332408396,8.565376349,3.515296823
-12.286114043,-6.237904548,2.789580015
11.969000425,-8.611099497,0.645412474
0.562093416,1.120312181,-3.331968912
5.960285055,-8.284748508,-1.178912441
-12.771954371,-3.007830288,-3.995731533
15.632004039,5.672807135,0.718346409
-11.601624535,2.134175636,1.758896825
0.008621930,7.952925842,3.218839285
-8.230720948,2.811713343,-1.351702646
16.619635395,8.241425472,0.049179573
8.889215364,8.643702744,-2.251851538
-2.879634434,-5.811711070,-3.424983989
-4.272447209,5.635601066,-3.523778721
-14.591844958,5.542921978,-2.736328238
0.657701691,0.716904082,-0.063950717
1.240038737,-0.230395136,-0.165340316
10.367783524,-7.428594194,2.270376067
10.595344718,4.584022291,-2.711516490
-12.718564031,6.503583568,3.807890326
-10.068699938,4.305831628,2.901625918
11.583415909,2.740579908,1.477833610
4.240208220,-7.872920638,-3.573642335
4.870287090,7.109202395,0.793161235
-14.685730964,5.158251423,-2.705234730
5.838397689,5.564094211,1.561499646
-15.850021633,-0.976356905,-0.601630081
-12.259152422,7.429212654,-1.732388169
16.829561618,-6.464700351,-2.720994623
16.997699328,-5.114939068,-1.380069159
-0.682682858,-3.122244377,-3.128414939
13.086661276,0.321097933,-0.567878565
5.694206877,-0.438894688,-1.059328996
